index	name	color	mapping
243	ctx-lh-lateralorbitofrontal_5 	#c10778	8
244	ctx-lh-lateralorbitofrontal_6 	#80ef3e	8
245	ctx-lh-lateralorbitofrontal_7 	#da629e	8
246	ctx-lh-parsorbitalis_1 	#d1fb79	8
247	ctx-lh-parsorbitalis_2 	#45353e	8
248	ctx-lh-frontalpole_1 	#86f889	8
249	ctx-lh-medialorbitofrontal_1 	#d067c5	8
250	ctx-lh-medialorbitofrontal_2 	#a73bd1	8
251	ctx-lh-medialorbitofrontal_3 	#c8f579	8
252	ctx-lh-medialorbitofrontal_4 	#b85626	8
253	ctx-lh-medialorbitofrontal_5 	#d2e4b3	8
254	ctx-lh-parstriangularis_1 	#21cbdb	8
255	ctx-lh-parstriangularis_2 	#dd38c1	8
256	ctx-lh-parstriangularis_3 	#f197c7	8
257	ctx-lh-parstriangularis_4 	#488bb5	8
258	ctx-lh-parsopercularis_1 	#c89571	8
259	ctx-lh-parsopercularis_2 	#a045ee	8
260	ctx-lh-parsopercularis_3 	#c6b0ec	8
261	ctx-lh-parsopercularis_4 	#04c93d	8
262	ctx-lh-rostralmiddlefrontal_1 	#632903	8
263	ctx-lh-rostralmiddlefrontal_2 	#e3c2ae	8
264	ctx-lh-rostralmiddlefrontal_3 	#c0ae34	8
265	ctx-lh-rostralmiddlefrontal_4 	#50ae6b	8
266	ctx-lh-rostralmiddlefrontal_5 	#402779	8
267	ctx-lh-rostralmiddlefrontal_6 	#2e8e5e	8
268	ctx-lh-rostralmiddlefrontal_7 	#305dd4	8
269	ctx-lh-rostralmiddlefrontal_8 	#eb2c80	8
270	ctx-lh-rostralmiddlefrontal_9 	#5a39e3	8
271	ctx-lh-rostralmiddlefrontal_10 	#d4ed3e	8
272	ctx-lh-rostralmiddlefrontal_11 	#af28fa	8
273	ctx-lh-rostralmiddlefrontal_12 	#311d4d	8
274	ctx-lh-rostralmiddlefrontal_13 	#ae4d52	8
275	ctx-lh-superiorfrontal_1 	#5f49df	8
276	ctx-lh-superiorfrontal_2 	#700eef	8
277	ctx-lh-superiorfrontal_3 	#6ab9dc	8
278	ctx-lh-superiorfrontal_4 	#69ffaf	8
279	ctx-lh-superiorfrontal_5 	#6fe24b	8
280	ctx-lh-superiorfrontal_6 	#25513c	8
281	ctx-lh-superiorfrontal_7 	#52b27b	8
282	ctx-lh-superiorfrontal_8 	#bb7016	8
283	ctx-lh-superiorfrontal_9 	#2a4cce	8
284	ctx-lh-superiorfrontal_10 	#2f48d4	8
285	ctx-lh-superiorfrontal_11 	#2954fc	8
286	ctx-lh-superiorfrontal_12 	#2851a5	8
287	ctx-lh-superiorfrontal_13 	#4d037e	8
288	ctx-lh-superiorfrontal_14 	#433f3a	8
289	ctx-lh-superiorfrontal_15 	#ae897a	8
290	ctx-lh-superiorfrontal_16 	#0a4039	8
291	ctx-lh-superiorfrontal_17 	#27822b	8
292	ctx-lh-caudalmiddlefrontal_1 	#3219e2	8
293	ctx-lh-caudalmiddlefrontal_2 	#bfbd86	8
294	ctx-lh-caudalmiddlefrontal_3 	#dca3c7	8
295	ctx-lh-caudalmiddlefrontal_4 	#9baa08	8
296	ctx-lh-caudalmiddlefrontal_5 	#c81b0e	8
297	ctx-lh-precentral_1 	#3655a6	8
298	ctx-lh-precentral_2 	#896f8d	8
299	ctx-lh-precentral_3 	#16a356	8
300	ctx-lh-precentral_4 	#66c356	8
301	ctx-lh-precentral_5 	#c28b0a	8
302	ctx-lh-precentral_6 	#5858f7	8
303	ctx-lh-precentral_7 	#9dc072	8
304	ctx-lh-precentral_8 	#f8df0b	8
305	ctx-lh-precentral_9 	#23c442	8
306	ctx-lh-precentral_10 	#b209be	8
307	ctx-lh-precentral_11 	#0a361d	8
308	ctx-lh-precentral_12 	#0da446	8
309	ctx-lh-precentral_13 	#7abe16	8
310	ctx-lh-precentral_14 	#8d06c3	8
311	ctx-lh-precentral_15 	#96f3ef	8
312	ctx-lh-precentral_16 	#0af175	8
313	ctx-lh-paracentral_1 	#8eaf3f	8
314	ctx-lh-paracentral_2 	#0ae183	8
315	ctx-lh-paracentral_3 	#2373f0	8
316	ctx-lh-paracentral_4 	#96ba33	8
317	ctx-lh-paracentral_5 	#c60d0e	8
318	ctx-lh-paracentral_6 	#253adf	8
319	ctx-lh-rostralanteriorcingulate_1 	#890153	8
320	ctx-lh-rostralanteriorcingulate_2 	#6de634	8
321	ctx-lh-caudalanteriorcingulate_1 	#1c9c20	8
322	ctx-lh-caudalanteriorcingulate_2 	#dcc686	8
323	ctx-lh-caudalanteriorcingulate_3 	#5375c7	8
324	ctx-lh-posteriorcingulate_1 	#70803b	8
325	ctx-lh-posteriorcingulate_2 	#56c80b	8
326	ctx-lh-posteriorcingulate_3 	#b693c1	8
327	ctx-lh-posteriorcingulate_4 	#47fd60	8
328	ctx-lh-isthmuscingulate_1 	#8c3adb	8
329	ctx-lh-isthmuscingulate_2 	#92b733	8
330	ctx-lh-postcentral_1 	#677fa7	8
331	ctx-lh-postcentral_2 	#0c0659	8
332	ctx-lh-postcentral_3 	#766c0f	8
333	ctx-lh-postcentral_4 	#30b560	8
334	ctx-lh-postcentral_5 	#559e39	8
335	ctx-lh-postcentral_6 	#199e53	8
336	ctx-lh-postcentral_7 	#b7af4f	8
337	ctx-lh-postcentral_8 	#6fd16a	8
338	ctx-lh-postcentral_9 	#b9338f	8
339	ctx-lh-postcentral_10 	#824892	8
340	ctx-lh-postcentral_11 	#993bbb	8
341	ctx-lh-postcentral_12 	#14163b	8
342	ctx-lh-supramarginal_1 	#e4dada	8
343	ctx-lh-supramarginal_2 	#379c8f	8
344	ctx-lh-supramarginal_3 	#8ff755	8
345	ctx-lh-supramarginal_4 	#e7f535	8
346	ctx-lh-supramarginal_5 	#7d2535	8
347	ctx-lh-supramarginal_6 	#589ad2	8
348	ctx-lh-supramarginal_7 	#321a10	8
349	ctx-lh-supramarginal_8 	#43f84e	8
350	ctx-lh-supramarginal_9 	#d3d8d7	8
351	ctx-lh-superiorparietal_1 	#922e06	8
352	ctx-lh-superiorparietal_2 	#67177d	8
353	ctx-lh-superiorparietal_3 	#2ec1ed	8
354	ctx-lh-superiorparietal_4 	#9416b9	8
355	ctx-lh-superiorparietal_5 	#06e856	8
356	ctx-lh-superiorparietal_6 	#030ea1	8
357	ctx-lh-superiorparietal_7 	#4120fe	8
358	ctx-lh-superiorparietal_8 	#039bf1	8
359	ctx-lh-superiorparietal_9 	#b277e6	8
360	ctx-lh-superiorparietal_10 	#a96ec9	8
361	ctx-lh-superiorparietal_11 	#e346fd	8
362	ctx-lh-superiorparietal_12 	#8a938e	8
363	ctx-lh-superiorparietal_13 	#b7cd7b	8
364	ctx-lh-inferiorparietal_1 	#1e8f69	8
365	ctx-lh-inferiorparietal_2 	#4094da	8
366	ctx-lh-inferiorparietal_3 	#d0bb0f	8
367	ctx-lh-inferiorparietal_4 	#2721e3	8
368	ctx-lh-inferiorparietal_5 	#f08271	8
369	ctx-lh-inferiorparietal_6 	#e6d42d	8
370	ctx-lh-inferiorparietal_7 	#7fd610	8
371	ctx-lh-inferiorparietal_8 	#ae5e86	8
372	ctx-lh-inferiorparietal_9 	#cc7625	8
373	ctx-lh-inferiorparietal_10 	#e2de63	8
374	ctx-lh-inferiorparietal_11 	#ed17ee	8
375	ctx-lh-inferiorparietal_12 	#bc376b	8
376	ctx-lh-precuneus_1 	#0c2730	8
377	ctx-lh-precuneus_2 	#e00a87	8
378	ctx-lh-precuneus_3 	#ccaeb2	8
379	ctx-lh-precuneus_4 	#da9295	8
380	ctx-lh-precuneus_5 	#18a172	8
381	ctx-lh-precuneus_6 	#7f91ba	8
382	ctx-lh-precuneus_7 	#9ede23	8
383	ctx-lh-precuneus_8 	#9d148b	8
384	ctx-lh-precuneus_9 	#e5f575	8
385	ctx-lh-precuneus_10 	#a25b5c	8
386	ctx-lh-cuneus_1 	#c507a1	8
387	ctx-lh-cuneus_2 	#fa8352	8
388	ctx-lh-cuneus_3 	#5dba8d	8
389	ctx-lh-cuneus_4 	#905f7f	8
390	ctx-lh-pericalcarine_1 	#f90906	8
391	ctx-lh-pericalcarine_2 	#6fdb94	8
392	ctx-lh-pericalcarine_3 	#a00a4a	8
393	ctx-lh-pericalcarine_4 	#8914a5	8
394	ctx-lh-lateraloccipital_1 	#c01a8c	8
395	ctx-lh-lateraloccipital_2 	#c74329	8
396	ctx-lh-lateraloccipital_3 	#59e5b2	8
397	ctx-lh-lateraloccipital_4 	#2d526f	8
398	ctx-lh-lateraloccipital_5 	#53c345	8
399	ctx-lh-lateraloccipital_6 	#6205bf	8
400	ctx-lh-lateraloccipital_7 	#58f1bf	8
401	ctx-lh-lateraloccipital_8 	#e0a88b	8
402	ctx-lh-lateraloccipital_9 	#03833e	8
403	ctx-lh-lateraloccipital_10 	#7c2017	8
404	ctx-lh-lingual_1 	#989ec7	8
405	ctx-lh-lingual_2 	#85eebe	8
406	ctx-lh-lingual_3 	#ffeabe	8
407	ctx-lh-lingual_4 	#a20910	8
408	ctx-lh-lingual_5 	#d0d731	8
409	ctx-lh-lingual_6 	#06d385	8
410	ctx-lh-lingual_7 	#fa3cfd	8
411	ctx-lh-fusiform_1 	#055d57	8
412	ctx-lh-fusiform_2 	#655797	8
413	ctx-lh-fusiform_3 	#09e94f	8
414	ctx-lh-fusiform_4 	#b3bd13	8
415	ctx-lh-fusiform_5 	#a8b0d9	8
416	ctx-lh-fusiform_6 	#d87548	8
417	ctx-lh-fusiform_7 	#af7813	8
418	ctx-lh-fusiform_8 	#967185	8
419	ctx-lh-parahippocampal_1 	#4b957a	8
420	ctx-lh-parahippocampal_2 	#b99e03	8
421	ctx-lh-parahippocampal_3 	#67c7dd	8
422	ctx-lh-entorhinal_1 	#dfbe1f	8
423	ctx-lh-temporalpole_1 	#164485	8
424	ctx-lh-inferiortemporal_1 	#a8ed42	8
425	ctx-lh-inferiortemporal_2 	#6481fb	8
426	ctx-lh-inferiortemporal_3 	#37bec5	8
427	ctx-lh-inferiortemporal_4 	#43678f	8
428	ctx-lh-inferiortemporal_5 	#82a20b	8
429	ctx-lh-inferiortemporal_6 	#eb1f40	8
430	ctx-lh-inferiortemporal_7 	#42d892	8
431	ctx-lh-middletemporal_1 	#80e76d	8
432	ctx-lh-middletemporal_2 	#d3c04d	8
433	ctx-lh-middletemporal_3 	#2ae80c	8
434	ctx-lh-middletemporal_4 	#db6245	8
435	ctx-lh-middletemporal_5 	#3c49d9	8
436	ctx-lh-middletemporal_6 	#7f8852	8
437	ctx-lh-middletemporal_7 	#e850a5	8
438	ctx-lh-middletemporal_8 	#5bf760	8
439	ctx-lh-middletemporal_9 	#53a1db	8
440	ctx-lh-bankssts_1 	#187f59	8
441	ctx-lh-bankssts_2 	#5bb935	8
442	ctx-lh-bankssts_3 	#591d20	8
443	ctx-lh-superiortemporal_1 	#aff874	8
444	ctx-lh-superiortemporal_2 	#ffc64f	8
445	ctx-lh-superiortemporal_3 	#db945a	8
446	ctx-lh-superiortemporal_4 	#9b9caa	8
447	ctx-lh-superiortemporal_5 	#75baa1	8
448	ctx-lh-superiortemporal_6 	#25efad	8
449	ctx-lh-superiortemporal_7 	#814f8e	8
450	ctx-lh-superiortemporal_8 	#af0c44	8
451	ctx-lh-superiortemporal_9 	#c30e13	8
452	ctx-lh-superiortemporal_10 	#f3596e	8
453	ctx-lh-superiortemporal_11 	#fca54d	8
454	ctx-lh-transversetemporal_1 	#7d0e7e	8
455	ctx-lh-insula_1 	#25ca98	8
456	ctx-lh-insula_2 	#af6ce7	8
457	ctx-lh-insula_3 	#df4d61	8
458	ctx-lh-insula_4 	#5f6029	8
459	ctx-lh-insula_5 	#23a19a	8
460	ctx-lh-insula_6 	#e2a1b2	8
461	ctx-lh-insula_7 	#4f9cb7	8
462	left-pulvinar	#ff0000	9
463	left-anterior	#00ff00	9
464	left-medio_dorsal	#ffff00	9
465	left-ventral_latero_dorsal	#ff7b00	9
466	left-central_lateral-lateral_posterior-medial_pulvinar	#00ffff	9
467	left-ventral_anterior	#ff00ff	9
468	left-ventral_latero_ventral	#0000ff	9
469	left-thalamus_proper	#00760e	9
470	left-caudate	#7abadc	9
471	left-putamen	#ec0db0	9
472	left-pallidum	#0c30ff	9
473	left-accumbens_area	#ffa500	9
474	left-hippocampus	#67ffff	9
475	left-amygdala	#dcd814	9
476	left-ventraldc	#a52a2a	9
477	brainstem	#ccb68e	10
