index, name                                                   , type      , volume-mm3 
80  , ctx-rh-superiorfrontal_4                               , cortical  ,      814.0 
81  , ctx-rh-superiorfrontal_3                               , cortical  ,      292.0 
82  , ctx-rh-superiorfrontal_14                              , cortical  ,      339.0 
83  , ctx-rh-superiorfrontal_7                               , cortical  ,      731.0 
84  , ctx-rh-superiorfrontal_23                              , cortical  ,      813.0 
85  , ctx-rh-superiorfrontal_10                              , cortical  ,      652.0 
86  , ctx-rh-superiorfrontal_39                              , cortical  ,      692.0 
87  , ctx-rh-superiorfrontal_19                              , cortical  ,      273.0 
88  , ctx-rh-superiorfrontal_29                              , cortical  ,      542.0 
89  , ctx-rh-superiorfrontal_1                               , cortical  ,      671.0 
90  , ctx-rh-superiorfrontal_27                              , cortical  ,      297.0 
91  , ctx-rh-superiorfrontal_30                              , cortical  ,      763.0 
92  , ctx-rh-superiorfrontal_15                              , cortical  ,      731.0 
93  , ctx-rh-superiorfrontal_2                               , cortical  ,      429.0 
94  , ctx-rh-superiorfrontal_11                              , cortical  ,      400.0 
95  , ctx-rh-superiorfrontal_37                              , cortical  ,     1026.0 
96  , ctx-rh-superiorfrontal_8                               , cortical  ,      676.0 
97  , ctx-rh-superiorfrontal_36                              , cortical  ,      686.0 
98  , ctx-rh-superiorfrontal_25                              , cortical  ,      579.0 
99  , ctx-rh-superiorfrontal_24                              , cortical  ,      443.0 
100 , ctx-rh-superiorfrontal_38                              , cortical  ,      533.0 
101 , ctx-rh-superiorfrontal_20                              , cortical  ,      769.0 
102 , ctx-rh-superiorfrontal_5                               , cortical  ,      626.0 
103 , ctx-rh-superiorfrontal_22                              , cortical  ,      550.0 
104 , ctx-rh-superiorfrontal_21                              , cortical  ,      774.0 
105 , ctx-rh-superiorfrontal_12                              , cortical  ,      804.0 
106 , ctx-rh-superiorfrontal_18                              , cortical  ,      733.0 
107 , ctx-rh-superiorfrontal_42                              , cortical  ,      307.0 
108 , ctx-rh-superiorfrontal_13                              , cortical  ,      634.0 
109 , ctx-rh-superiorfrontal_32                              , cortical  ,      855.0 
110 , ctx-rh-superiorfrontal_33                              , cortical  ,      996.0 
111 , ctx-rh-superiorfrontal_28                              , cortical  ,      620.0 
112 , ctx-rh-superiorfrontal_41                              , cortical  ,      422.0 
113 , ctx-rh-superiorfrontal_16                              , cortical  ,      564.0 
114 , ctx-rh-superiorfrontal_6                               , cortical  ,      560.0 
115 , ctx-rh-superiorfrontal_9                               , cortical  ,      723.0 
116 , ctx-rh-superiorfrontal_17                              , cortical  ,      766.0 
117 , ctx-rh-superiorfrontal_31                              , cortical  ,      526.0 
118 , ctx-rh-superiorfrontal_35                              , cortical  ,      668.0 
119 , ctx-rh-superiorfrontal_34                              , cortical  ,      781.0 
120 , ctx-rh-superiorfrontal_26                              , cortical  ,      871.0 
121 , ctx-rh-caudalmiddlefrontal_8                           , cortical  ,      445.0 
122 , ctx-rh-caudalmiddlefrontal_4                           , cortical  ,      577.0 
123 , ctx-rh-caudalmiddlefrontal_2                           , cortical  ,      888.0 
124 , ctx-rh-caudalmiddlefrontal_3                           , cortical  ,      706.0 
125 , ctx-rh-caudalmiddlefrontal_7                           , cortical  ,      538.0 
126 , ctx-rh-caudalmiddlefrontal_5                           , cortical  ,      502.0 
127 , ctx-rh-caudalmiddlefrontal_11                          , cortical  ,      386.0 
128 , ctx-rh-caudalmiddlefrontal_10                          , cortical  ,      401.0 
129 , ctx-rh-caudalmiddlefrontal_1                           , cortical  ,     1063.0 
130 , ctx-rh-caudalmiddlefrontal_9                           , cortical  ,     1169.0 
131 , ctx-rh-caudalmiddlefrontal_6                           , cortical  ,      853.0 
132 , ctx-rh-precentral_12                                   , cortical  ,      233.0 
133 , ctx-rh-precentral_35                                   , cortical  ,      332.0 
134 , ctx-rh-precentral_28                                   , cortical  ,      482.0 
135 , ctx-rh-precentral_36                                   , cortical  ,      335.0 
136 , ctx-rh-precentral_31                                   , cortical  ,      586.0 
137 , ctx-rh-precentral_5                                    , cortical  ,      413.0 
138 , ctx-rh-precentral_21                                   , cortical  ,      255.0 
139 , ctx-rh-precentral_1                                    , cortical  ,      540.0 
140 , ctx-rh-precentral_8                                    , cortical  ,      501.0 
141 , ctx-rh-precentral_20                                   , cortical  ,      541.0 
142 , ctx-rh-precentral_34                                   , cortical  ,      465.0 
143 , ctx-rh-precentral_2                                    , cortical  ,      574.0 
144 , ctx-rh-precentral_23                                   , cortical  ,      257.0 
145 , ctx-rh-precentral_19                                   , cortical  ,      264.0 
146 , ctx-rh-precentral_22                                   , cortical  ,      325.0 
147 , ctx-rh-precentral_26                                   , cortical  ,      326.0 
148 , ctx-rh-precentral_6                                    , cortical  ,      499.0 
149 , ctx-rh-precentral_10                                   , cortical  ,      649.0 
150 , ctx-rh-precentral_3                                    , cortical  ,      310.0 
151 , ctx-rh-precentral_9                                    , cortical  ,      410.0 
152 , ctx-rh-precentral_4                                    , cortical  ,      525.0 
153 , ctx-rh-precentral_32                                   , cortical  ,      394.0 
154 , ctx-rh-precentral_16                                   , cortical  ,      273.0 
155 , ctx-rh-precentral_15                                   , cortical  ,      276.0 
156 , ctx-rh-precentral_30                                   , cortical  ,      379.0 
157 , ctx-rh-precentral_18                                   , cortical  ,      877.0 
158 , ctx-rh-precentral_27                                   , cortical  ,      578.0 
159 , ctx-rh-precentral_7                                    , cortical  ,      381.0 
160 , ctx-rh-precentral_11                                   , cortical  ,      757.0 
161 , ctx-rh-precentral_14                                   , cortical  ,      407.0 
162 , ctx-rh-precentral_33                                   , cortical  ,      280.0 
163 , ctx-rh-precentral_24                                   , cortical  ,      388.0 
164 , ctx-rh-precentral_13                                   , cortical  ,      640.0 
165 , ctx-rh-precentral_29                                   , cortical  ,      553.0 
166 , ctx-rh-precentral_25                                   , cortical  ,      739.0 
167 , ctx-rh-precentral_17                                   , cortical  ,      300.0 
168 , ctx-rh-paracentral_1                                   , cortical  ,      350.0 
169 , ctx-rh-paracentral_9                                   , cortical  ,      387.0 
170 , ctx-rh-paracentral_4                                   , cortical  ,      548.0 
171 , ctx-rh-paracentral_2                                   , cortical  ,      450.0 
172 , ctx-rh-paracentral_3                                   , cortical  ,      687.0 
173 , ctx-rh-paracentral_5                                   , cortical  ,      420.0 
174 , ctx-rh-paracentral_12                                  , cortical  ,      338.0 
175 , ctx-rh-paracentral_6                                   , cortical  ,      211.0 
176 , ctx-rh-paracentral_10                                  , cortical  ,      257.0 
177 , ctx-rh-paracentral_11                                  , cortical  ,      458.0 
178 , ctx-rh-paracentral_7                                   , cortical  ,      307.0 
179 , ctx-rh-paracentral_8                                   , cortical  ,      223.0 
180 , ctx-rh-rostralanteriorcingulate_2                      , cortical  ,      559.0 
181 , ctx-rh-rostralanteriorcingulate_1                      , cortical  ,      701.0 
182 , ctx-rh-rostralanteriorcingulate_4                      , cortical  ,      614.0 
183 , ctx-rh-rostralanteriorcingulate_3                      , cortical  ,      621.0 
184 , ctx-rh-caudalanteriorcingulate_1                       , cortical  ,      296.0 
185 , ctx-rh-caudalanteriorcingulate_6                       , cortical  ,      555.0 
186 , ctx-rh-caudalanteriorcingulate_4                       , cortical  ,      533.0 
187 , ctx-rh-caudalanteriorcingulate_2                       , cortical  ,      583.0 
188 , ctx-rh-caudalanteriorcingulate_3                       , cortical  ,      235.0 
189 , ctx-rh-caudalanteriorcingulate_5                       , cortical  ,      559.0 
190 , ctx-rh-posteriorcingulate_8                            , cortical  ,      671.0 
191 , ctx-rh-posteriorcingulate_1                            , cortical  ,      222.0 
192 , ctx-rh-posteriorcingulate_7                            , cortical  ,      630.0 
193 , ctx-rh-posteriorcingulate_2                            , cortical  ,      483.0 
194 , ctx-rh-posteriorcingulate_5                            , cortical  ,      212.0 
195 , ctx-rh-posteriorcingulate_3                            , cortical  ,      340.0 
196 , ctx-rh-posteriorcingulate_9                            , cortical  ,      201.0 
197 , ctx-rh-posteriorcingulate_4                            , cortical  ,      744.0 
198 , ctx-rh-posteriorcingulate_6                            , cortical  ,      286.0 
199 , ctx-rh-isthmuscingulate_3                              , cortical  ,      381.0 
200 , ctx-rh-isthmuscingulate_1                              , cortical  ,      542.0 
201 , ctx-rh-isthmuscingulate_2                              , cortical  ,      612.0 
202 , ctx-rh-isthmuscingulate_4                              , cortical  ,      492.0 
203 , ctx-rh-isthmuscingulate_5                              , cortical  ,      655.0 
204 , ctx-rh-isthmuscingulate_6                              , cortical  ,      287.0 
205 , ctx-rh-postcentral_24                                  , cortical  ,      350.0 
206 , ctx-rh-postcentral_26                                  , cortical  ,      544.0 
207 , ctx-rh-postcentral_6                                   , cortical  ,      562.0 
208 , ctx-rh-postcentral_20                                  , cortical  ,      499.0 
209 , ctx-rh-postcentral_25                                  , cortical  ,      442.0 
210 , ctx-rh-postcentral_11                                  , cortical  ,      137.0 
211 , ctx-rh-postcentral_3                                   , cortical  ,      377.0 
212 , ctx-rh-postcentral_18                                  , cortical  ,      351.0 
213 , ctx-rh-postcentral_27                                  , cortical  ,      162.0 
214 , ctx-rh-postcentral_13                                  , cortical  ,      124.0 
215 , ctx-rh-postcentral_23                                  , cortical  ,      339.0 
216 , ctx-rh-postcentral_9                                   , cortical  ,      302.0 
217 , ctx-rh-postcentral_17                                  , cortical  ,      297.0 
218 , ctx-rh-postcentral_30                                  , cortical  ,      166.0 
219 , ctx-rh-postcentral_22                                  , cortical  ,      351.0 
220 , ctx-rh-postcentral_7                                   , cortical  ,      170.0 
221 , ctx-rh-postcentral_4                                   , cortical  ,      316.0 
222 , ctx-rh-postcentral_5                                   , cortical  ,      391.0 
223 , ctx-rh-postcentral_29                                  , cortical  ,      268.0 
224 , ctx-rh-postcentral_1                                   , cortical  ,      497.0 
225 , ctx-rh-postcentral_16                                  , cortical  ,      266.0 
226 , ctx-rh-postcentral_14                                  , cortical  ,      141.0 
227 , ctx-rh-postcentral_12                                  , cortical  ,      410.0 
228 , ctx-rh-postcentral_21                                  , cortical  ,      270.0 
229 , ctx-rh-postcentral_8                                   , cortical  ,      206.0 
230 , ctx-rh-postcentral_10                                  , cortical  ,      253.0 
231 , ctx-rh-postcentral_2                                   , cortical  ,      151.0 
232 , ctx-rh-postcentral_19                                  , cortical  ,      137.0 
233 , ctx-rh-postcentral_15                                  , cortical  ,      296.0 
234 , ctx-rh-postcentral_28                                  , cortical  ,      463.0 
235 , ctx-rh-supramarginal_19                                , cortical  ,      243.0 
236 , ctx-rh-supramarginal_10                                , cortical  ,      540.0 
237 , ctx-rh-supramarginal_11                                , cortical  ,      248.0 
238 , ctx-rh-supramarginal_13                                , cortical  ,      384.0 
239 , ctx-rh-supramarginal_18                                , cortical  ,      467.0 
240 , ctx-rh-supramarginal_20                                , cortical  ,      913.0 
241 , ctx-rh-supramarginal_8                                 , cortical  ,      794.0 
242 , ctx-rh-supramarginal_4                                 , cortical  ,      380.0 
243 , ctx-rh-supramarginal_15                                , cortical  ,      701.0 
244 , ctx-rh-supramarginal_9                                 , cortical  ,      709.0 
245 , ctx-rh-supramarginal_3                                 , cortical  ,      403.0 
246 , ctx-rh-supramarginal_14                                , cortical  ,      719.0 
247 , ctx-rh-supramarginal_16                                , cortical  ,      895.0 
248 , ctx-rh-supramarginal_2                                 , cortical  ,      344.0 
249 , ctx-rh-supramarginal_6                                 , cortical  ,      259.0 
250 , ctx-rh-supramarginal_12                                , cortical  ,      495.0 
251 , ctx-rh-supramarginal_1                                 , cortical  ,      610.0 
252 , ctx-rh-supramarginal_7                                 , cortical  ,      724.0 
253 , ctx-rh-supramarginal_5                                 , cortical  ,      521.0 
254 , ctx-rh-supramarginal_17                                , cortical  ,      242.0 
255 , ctx-rh-superiorparietal_13                             , cortical  ,      239.0 
256 , ctx-rh-superiorparietal_24                             , cortical  ,      341.0 
257 , ctx-rh-superiorparietal_18                             , cortical  ,      523.0 
258 , ctx-rh-superiorparietal_10                             , cortical  ,      321.0 
259 , ctx-rh-superiorparietal_29                             , cortical  ,      446.0 
260 , ctx-rh-superiorparietal_4                              , cortical  ,      669.0 
261 , ctx-rh-superiorparietal_12                             , cortical  ,      368.0 
262 , ctx-rh-superiorparietal_15                             , cortical  ,      544.0 
263 , ctx-rh-superiorparietal_28                             , cortical  ,      843.0 
264 , ctx-rh-superiorparietal_16                             , cortical  ,      986.0 
265 , ctx-rh-superiorparietal_17                             , cortical  ,      724.0 
266 , ctx-rh-superiorparietal_7                              , cortical  ,      853.0 
267 , ctx-rh-superiorparietal_20                             , cortical  ,      988.0 
268 , ctx-rh-superiorparietal_25                             , cortical  ,      790.0 
269 , ctx-rh-superiorparietal_22                             , cortical  ,      394.0 
270 , ctx-rh-superiorparietal_9                              , cortical  ,     1075.0 
271 , ctx-rh-superiorparietal_5                              , cortical  ,      663.0 
272 , ctx-rh-superiorparietal_26                             , cortical  ,      788.0 
273 , ctx-rh-superiorparietal_23                             , cortical  ,      551.0 
274 , ctx-rh-superiorparietal_2                              , cortical  ,      452.0 
275 , ctx-rh-superiorparietal_14                             , cortical  ,      240.0 
276 , ctx-rh-superiorparietal_11                             , cortical  ,      315.0 
277 , ctx-rh-superiorparietal_21                             , cortical  ,      487.0 
278 , ctx-rh-superiorparietal_19                             , cortical  ,      574.0 
279 , ctx-rh-superiorparietal_6                              , cortical  ,      364.0 
280 , ctx-rh-superiorparietal_27                             , cortical  ,      701.0 
281 , ctx-rh-superiorparietal_1                              , cortical  ,      561.0 
282 , ctx-rh-superiorparietal_3                              , cortical  ,      368.0 
283 , ctx-rh-superiorparietal_8                              , cortical  ,      355.0 
284 , ctx-rh-inferiorparietal_13                             , cortical  ,      687.0 
285 , ctx-rh-inferiorparietal_21                             , cortical  ,      453.0 
286 , ctx-rh-inferiorparietal_11                             , cortical  ,      737.0 
287 , ctx-rh-inferiorparietal_3                              , cortical  ,     1021.0 
288 , ctx-rh-inferiorparietal_4                              , cortical  ,      805.0 
289 , ctx-rh-inferiorparietal_25                             , cortical  ,      716.0 
290 , ctx-rh-inferiorparietal_12                             , cortical  ,      503.0 
291 , ctx-rh-inferiorparietal_8                              , cortical  ,     1267.0 
292 , ctx-rh-inferiorparietal_16                             , cortical  ,      421.0 
293 , ctx-rh-inferiorparietal_26                             , cortical  ,      604.0 
294 , ctx-rh-inferiorparietal_2                              , cortical  ,      994.0 
295 , ctx-rh-inferiorparietal_17                             , cortical  ,      513.0 
296 , ctx-rh-inferiorparietal_5                              , cortical  ,      463.0 
297 , ctx-rh-inferiorparietal_1                              , cortical  ,      475.0 
298 , ctx-rh-inferiorparietal_19                             , cortical  ,      543.0 
299 , ctx-rh-inferiorparietal_14                             , cortical  ,      519.0 
300 , ctx-rh-inferiorparietal_9                              , cortical  ,     1238.0 
301 , ctx-rh-inferiorparietal_18                             , cortical  ,      488.0 
302 , ctx-rh-inferiorparietal_10                             , cortical  ,      328.0 
303 , ctx-rh-inferiorparietal_20                             , cortical  ,      634.0 
304 , ctx-rh-inferiorparietal_22                             , cortical  ,     1437.0 
305 , ctx-rh-inferiorparietal_23                             , cortical  ,      674.0 
306 , ctx-rh-inferiorparietal_6                              , cortical  ,      942.0 
307 , ctx-rh-inferiorparietal_7                              , cortical  ,      543.0 
308 , ctx-rh-inferiorparietal_15                             , cortical  ,      281.0 
309 , ctx-rh-inferiorparietal_24                             , cortical  ,      505.0 
310 , ctx-rh-precuneus_2                                     , cortical  ,      372.0 
311 , ctx-rh-precuneus_1                                     , cortical  ,      308.0 
312 , ctx-rh-precuneus_3                                     , cortical  ,      363.0 
313 , ctx-rh-precuneus_6                                     , cortical  ,      395.0 
314 , ctx-rh-precuneus_19                                    , cortical  ,      412.0 
315 , ctx-rh-precuneus_10                                    , cortical  ,      455.0 
316 , ctx-rh-precuneus_16                                    , cortical  ,      555.0 
317 , ctx-rh-precuneus_12                                    , cortical  ,      629.0 
318 , ctx-rh-precuneus_22                                    , cortical  ,      483.0 
319 , ctx-rh-precuneus_9                                     , cortical  ,      519.0 
320 , ctx-rh-precuneus_21                                    , cortical  ,      711.0 
321 , ctx-rh-precuneus_7                                     , cortical  ,      571.0 
322 , ctx-rh-precuneus_15                                    , cortical  ,      710.0 
323 , ctx-rh-precuneus_14                                    , cortical  ,      756.0 
324 , ctx-rh-precuneus_11                                    , cortical  ,      664.0 
325 , ctx-rh-precuneus_8                                     , cortical  ,      746.0 
326 , ctx-rh-precuneus_20                                    , cortical  ,      390.0 
327 , ctx-rh-precuneus_4                                     , cortical  ,      319.0 
328 , ctx-rh-precuneus_5                                     , cortical  ,      393.0 
329 , ctx-rh-precuneus_23                                    , cortical  ,      474.0 
330 , ctx-rh-precuneus_18                                    , cortical  ,      772.0 
331 , ctx-rh-precuneus_13                                    , cortical  ,      820.0 
332 , ctx-rh-precuneus_17                                    , cortical  ,      364.0 
333 , ctx-rh-cuneus_1                                        , cortical  ,      428.0 
334 , ctx-rh-cuneus_2                                        , cortical  ,      240.0 
335 , ctx-rh-cuneus_8                                        , cortical  ,      383.0 
336 , ctx-rh-cuneus_3                                        , cortical  ,      465.0 
337 , ctx-rh-cuneus_7                                        , cortical  ,      365.0 
338 , ctx-rh-cuneus_6                                        , cortical  ,      420.0 
339 , ctx-rh-cuneus_5                                        , cortical  ,      404.0 
340 , ctx-rh-cuneus_4                                        , cortical  ,      451.0 
341 , ctx-rh-pericalcarine_1                                 , cortical  ,      403.0 
342 , ctx-rh-pericalcarine_5                                 , cortical  ,      271.0 
343 , ctx-rh-pericalcarine_3                                 , cortical  ,      345.0 
344 , ctx-rh-pericalcarine_7                                 , cortical  ,      390.0 
345 , ctx-rh-pericalcarine_2                                 , cortical  ,      274.0 
346 , ctx-rh-pericalcarine_6                                 , cortical  ,      256.0 
347 , ctx-rh-pericalcarine_4                                 , cortical  ,      368.0 
348 , ctx-rh-pericalcarine_8                                 , cortical  ,      202.0 
349 , ctx-rh-lateraloccipital_18                             , cortical  ,      364.0 
350 , ctx-rh-lateraloccipital_13                             , cortical  ,      444.0 
351 , ctx-rh-lateraloccipital_12                             , cortical  ,      537.0 
352 , ctx-rh-lateraloccipital_20                             , cortical  ,      451.0 
353 , ctx-rh-lateraloccipital_1                              , cortical  ,      551.0 
354 , ctx-rh-lateraloccipital_9                              , cortical  ,     1078.0 
355 , ctx-rh-lateraloccipital_15                             , cortical  ,      563.0 
356 , ctx-rh-lateraloccipital_16                             , cortical  ,      597.0 
357 , ctx-rh-lateraloccipital_23                             , cortical  ,      800.0 
358 , ctx-rh-lateraloccipital_7                              , cortical  ,      942.0 
359 , ctx-rh-lateraloccipital_3                              , cortical  ,      445.0 
360 , ctx-rh-lateraloccipital_17                             , cortical  ,      655.0 
361 , ctx-rh-lateraloccipital_14                             , cortical  ,      719.0 
362 , ctx-rh-lateraloccipital_21                             , cortical  ,      579.0 
363 , ctx-rh-lateraloccipital_10                             , cortical  ,      278.0 
364 , ctx-rh-lateraloccipital_8                              , cortical  ,      749.0 
365 , ctx-rh-lateraloccipital_4                              , cortical  ,      539.0 
366 , ctx-rh-lateraloccipital_19                             , cortical  ,     1126.0 
367 , ctx-rh-lateraloccipital_6                              , cortical  ,     1551.0 
368 , ctx-rh-lateraloccipital_2                              , cortical  ,      584.0 
369 , ctx-rh-lateraloccipital_5                              , cortical  ,      651.0 
370 , ctx-rh-lateraloccipital_22                             , cortical  ,      494.0 
371 , ctx-rh-lateraloccipital_11                             , cortical  ,      525.0 
372 , ctx-rh-lingual_16                                      , cortical  ,      276.0 
373 , ctx-rh-lingual_8                                       , cortical  ,      546.0 
374 , ctx-rh-lingual_14                                      , cortical  ,      397.0 
375 , ctx-rh-lingual_4                                       , cortical  ,      911.0 
376 , ctx-rh-lingual_10                                      , cortical  ,      471.0 
377 , ctx-rh-lingual_13                                      , cortical  ,      450.0 
378 , ctx-rh-lingual_11                                      , cortical  ,      462.0 
379 , ctx-rh-lingual_9                                       , cortical  ,      385.0 
380 , ctx-rh-lingual_12                                      , cortical  ,      363.0 
381 , ctx-rh-lingual_3                                       , cortical  ,      428.0 
382 , ctx-rh-lingual_2                                       , cortical  ,      309.0 
383 , ctx-rh-lingual_7                                       , cortical  ,      364.0 
384 , ctx-rh-lingual_1                                       , cortical  ,      384.0 
385 , ctx-rh-lingual_6                                       , cortical  ,      252.0 
386 , ctx-rh-lingual_15                                      , cortical  ,      307.0 
387 , ctx-rh-lingual_17                                      , cortical  ,      387.0 
388 , ctx-rh-lingual_5                                       , cortical  ,      346.0 
389 , ctx-rh-fusiform_9                                      , cortical  ,     1024.0 
390 , ctx-rh-fusiform_2                                      , cortical  ,      526.0 
391 , ctx-rh-fusiform_5                                      , cortical  ,      514.0 
392 , ctx-rh-fusiform_12                                     , cortical  ,     1146.0 
393 , ctx-rh-fusiform_14                                     , cortical  ,      996.0 
394 , ctx-rh-fusiform_8                                      , cortical  ,      863.0 
395 , ctx-rh-fusiform_6                                      , cortical  ,      537.0 
396 , ctx-rh-fusiform_17                                     , cortical  ,      221.0 
397 , ctx-rh-fusiform_15                                     , cortical  ,      248.0 
398 , ctx-rh-fusiform_11                                     , cortical  ,      532.0 
399 , ctx-rh-fusiform_13                                     , cortical  ,     1459.0 
400 , ctx-rh-fusiform_7                                      , cortical  ,      526.0 
401 , ctx-rh-fusiform_4                                      , cortical  ,      675.0 
402 , ctx-rh-fusiform_3                                      , cortical  ,      558.0 
403 , ctx-rh-fusiform_1                                      , cortical  ,      665.0 
404 , ctx-rh-fusiform_10                                     , cortical  ,      723.0 
405 , ctx-rh-fusiform_16                                     , cortical  ,     1310.0 
406 , ctx-rh-parahippocampal_3                               , cortical  ,      460.0 
407 , ctx-rh-parahippocampal_2                               , cortical  ,      157.0 
408 , ctx-rh-parahippocampal_1                               , cortical  ,      435.0 
409 , ctx-rh-parahippocampal_6                               , cortical  ,      138.0 
410 , ctx-rh-parahippocampal_5                               , cortical  ,      508.0 
411 , ctx-rh-parahippocampal_4                               , cortical  ,      257.0 
412 , ctx-rh-entorhinal_1                                    , cortical  ,     1174.0 
413 , ctx-rh-entorhinal_2                                    , cortical  ,      555.0 
414 , ctx-rh-temporalpole_1                                  , cortical  ,     1039.0 
